Temperatura,Vibracion,Uso,RiskScore,Estado_Codigo,Estado_Nombre
44.59,2.23,17.66,0.245,1,PREVENTIVO
44.64,0.74,47.79,0.2685,0,NORMAL
31.57,1.36,27.66,0.1745,0,NORMAL
45.54,1.45,19.54,0.2274,0,NORMAL
43.19,2.19,45.12,0.3054,1,PREVENTIVO
26.58,1.97,55.67,0.2412,0,NORMAL
25.86,1.62,37.33,0.1793,0,NORMAL
27.86,1.21,24.89,0.1439,0,NORMAL
38.18,1.34,18.05,0.1831,0,NORMAL
39.39,0.63,63.16,0.2769,1,PREVENTIVO
46.02,2.46,10.18,0.2416,1,PREVENTIVO
26.05,2.34,61.03,0.2645,1,PREVENTIVO
34.55,2.48,42.1,0.2647,1,PREVENTIVO
28.87,1.42,20.96,0.1464,0,NORMAL
21.63,1.07,63.99,0.2056,1,PREVENTIVO
39.05,1.19,31.28,0.2151,0,NORMAL
23.82,0.45,29.87,0.1096,0,NORMAL
45.64,0.14,56.59,0.2745,0,NORMAL
28.88,1.37,24.76,0.1543,0,NORMAL
45.08,2.31,47.77,0.3258,1,PREVENTIVO
26.56,2.23,41.16,0.2137,1,PREVENTIVO
20.32,0.84,44.34,0.142,0,NORMAL
28.87,1.07,22.68,0.1386,0,NORMAL
39.79,1.43,24.67,0.2105,0,NORMAL
37.68,2.1,18.34,0.2078,1,PREVENTIVO
37.72,0.79,22.09,0.1715,0,NORMAL
45.78,2.06,21.17,0.254,1,PREVENTIVO
39.72,2.39,15.01,0.2197,1,PREVENTIVO
43.69,2.45,24.84,0.2662,1,PREVENTIVO
35.56,0.24,56.5,0.2274,0,NORMAL
27.07,1.15,19.11,0.1233,0,NORMAL
25.55,0.55,15.91,0.0868,0,NORMAL
27.64,0.77,41.88,0.1699,0,NORMAL
39.19,0.97,21.74,0.1841,0,NORMAL
23.21,0.2,49.18,0.1462,0,NORMAL
34.16,1.85,31.15,0.2133,0,NORMAL
39.68,0.95,39.77,0.2311,0,NORMAL
28.7,2.2,37.03,0.2132,1,PREVENTIVO
45.27,1.31,27.71,0.2415,0,NORMAL
35.97,1.54,56.1,0.274,0,NORMAL
39.41,0.93,48.69,0.2514,0,NORMAL
39.23,1.75,30.77,0.2342,0,NORMAL
45.22,0.52,27.28,0.2124,0,NORMAL
32.96,0.62,25.99,0.1516,0,NORMAL
27.39,1.5,35.83,0.1791,0,NORMAL
20.78,2.34,23.42,0.1443,1,PREVENTIVO
42.32,1.13,54.01,0.2862,0,NORMAL
32.44,0.86,30.95,0.1698,0,NORMAL
35.71,1.81,60.01,0.2919,1,PREVENTIVO
22.86,0.64,22.57,0.093,0,NORMAL
31.73,2.49,36.32,0.2367,1,PREVENTIVO
25.39,2.13,45.48,0.2153,1,PREVENTIVO
39.17,2.03,56.52,0.3081,1,PREVENTIVO
51.33,0.91,51.84,0.3182,1,PREVENTIVO
22.88,2.29,15.08,0.1322,1,PREVENTIVO
42.25,0.13,14.36,0.1515,0,NORMAL
49.82,1.13,26.12,0.2541,0,NORMAL
47.47,0.7,60.38,0.3127,1,PREVENTIVO
27.33,0.78,38.63,0.1605,0,NORMAL
27.42,0.23,12.87,0.0773,0,NORMAL
40.95,1.96,62.46,0.3295,1,PREVENTIVO
50.13,0.44,40.14,0.2664,1,PREVENTIVO
50.14,2.24,22.99,0.2865,1,PREVENTIVO
45.85,0.49,49.19,0.2693,0,NORMAL
22.16,0.25,54.95,0.157,0,NORMAL
25.72,0.31,35.44,0.1281,0,NORMAL
44.35,1.81,18.4,0.231,0,NORMAL
49.83,0.61,10.48,0.1968,0,NORMAL
47.37,1.92,38.23,0.2995,0,NORMAL
20.66,1.26,13.13,0.0803,0,NORMAL
24.32,0.12,18.58,0.0723,0,NORMAL
24.23,2.15,55.89,0.2363,1,PREVENTIVO
38.36,0.7,23.52,0.1751,0,NORMAL
25.6,0.27,23.65,0.0968,0,NORMAL
40.48,1.89,13.69,0.2027,0,NORMAL
32.08,0.0,35.34,0.1488,0,NORMAL
45.56,1.69,31.73,0.2664,0,NORMAL
37.33,1.01,38.88,0.2192,0,NORMAL
50.79,2.36,29.47,0.3101,1,PREVENTIVO
39.38,1.8,51.21,0.2878,0,NORMAL
44.05,1.31,32.42,0.2471,0,NORMAL
36.1,1.25,54.27,0.2599,0,NORMAL
26.62,1.5,30.21,0.1611,0,NORMAL
29.55,1.51,32.68,0.1823,0,NORMAL
32.03,0.93,27.3,0.1611,0,NORMAL
26.36,0.04,33.95,0.1181,0,NORMAL
40.43,0.37,57.59,0.259,0,NORMAL
45.3,1.87,45.7,0.3063,0,NORMAL
29.66,0.61,10.9,0.097,0,NORMAL
27.27,1.1,36.77,0.1667,0,NORMAL
34.92,1.16,58.53,0.2616,0,NORMAL
34.83,1.04,12.82,0.1426,0,NORMAL
50.33,2.24,60.75,0.382,1,PREVENTIVO
29.45,0.13,35.58,0.1409,0,NORMAL
32.37,1.63,33.84,0.2036,0,NORMAL
39.14,0.89,38.19,0.2222,0,NORMAL
35.27,2.33,57.77,0.3025,1,PREVENTIVO
35.34,0.88,20.64,0.1592,0,NORMAL
49.5,0.41,64.57,0.3235,1,PREVENTIVO
24.67,1.78,24.83,0.1476,0,NORMAL
20.79,0.55,38.66,0.1197,0,NORMAL
20.77,1.01,53.92,0.174,0,NORMAL
34.73,1.55,25.67,0.1922,0,NORMAL
21.63,1.29,16.78,0.0953,0,NORMAL
34.03,1.22,52.0,0.2428,0,NORMAL
21.16,1.95,50.08,0.1992,0,NORMAL
38.12,0.17,63.25,0.2546,1,PREVENTIVO
49.85,0.94,46.33,0.2982,0,NORMAL
34.08,1.81,24.69,0.1953,0,NORMAL
24.55,2.29,15.13,0.1406,1,PREVENTIVO
32.28,0.99,12.3,0.1267,0,NORMAL
29.69,2.38,20.7,0.1836,1,PREVENTIVO
38.22,1.04,55.43,0.2662,0,NORMAL
24.85,1.37,24.03,0.1322,0,NORMAL
49.31,0.0,13.64,0.1807,0,NORMAL
47.48,0.66,36.55,0.252,0,NORMAL
22.11,1.17,63.97,0.2115,1,PREVENTIVO
49.59,1.23,14.4,0.2271,0,NORMAL
34.71,2.25,43.92,0.262,1,PREVENTIVO
51.34,2.13,62.56,0.3875,1,PREVENTIVO
28.26,1.4,58.9,0.2374,0,NORMAL
46.06,0.83,46.57,0.2757,0,NORMAL
36.85,1.67,55.94,0.2826,0,NORMAL
38.87,1.71,54.34,0.2899,0,NORMAL
44.91,0.61,54.82,0.283,0,NORMAL
33.88,0.68,61.7,0.2475,1,PREVENTIVO
29.62,2.43,64.52,0.2945,1,PREVENTIVO
21.64,1.48,54.09,0.1952,0,NORMAL
28.24,2.06,40.53,0.2146,1,PREVENTIVO
47.02,0.55,62.59,0.3108,1,PREVENTIVO
34.86,0.38,15.42,0.1263,0,NORMAL
37.35,0.91,50.84,0.2456,0,NORMAL
33.42,0.83,14.46,0.1322,0,NORMAL
25.2,1.2,61.06,0.2208,1,PREVENTIVO
22.12,0.78,58.91,0.1854,0,NORMAL
33.94,2.04,18.47,0.1872,1,PREVENTIVO
35.14,0.08,61.57,0.2323,1,PREVENTIVO
23.78,0.59,58.35,0.1854,0,NORMAL
35.74,2.4,42.36,0.2685,1,PREVENTIVO
32.97,2.12,25.76,0.2036,1,PREVENTIVO
39.54,0.41,18.76,0.159,0,NORMAL
30.47,0.94,14.56,0.1217,0,NORMAL
22.63,1.99,10.47,0.109,0,NORMAL
37.29,1.23,15.08,0.1673,0,NORMAL
51.04,2.02,45.64,0.34,1,PREVENTIVO
51.74,0.01,19.77,0.2083,1,PREVENTIVO
24.27,2.46,30.17,0.1829,1,PREVENTIVO
41.94,2.07,29.65,0.2562,1,PREVENTIVO
38.3,0.1,59.11,0.2428,0,NORMAL
30.56,0.1,42.06,0.1614,0,NORMAL
51.62,1.54,55.18,0.3498,1,PREVENTIVO
26.15,0.42,31.5,0.1244,0,NORMAL
51.79,0.27,42.64,0.275,1,PREVENTIVO
39.69,1.32,55.75,0.2839,0,NORMAL
29.1,0.16,43.34,0.1595,0,NORMAL
28.32,1.61,48.5,0.2191,0,NORMAL
23.08,1.52,47.9,0.1882,0,NORMAL
21.03,2.13,46.58,0.1961,1,PREVENTIVO
42.24,2.03,29.73,0.2564,1,PREVENTIVO
36.28,0.73,48.81,0.2291,0,NORMAL
32.84,2.02,22.93,0.1921,1,PREVENTIVO
51.51,0.77,27.96,0.2545,1,PREVENTIVO
27.7,0.37,18.54,0.0979,0,NORMAL
22.54,1.47,16.47,0.1053,0,NORMAL
23.45,1.12,18.21,0.102,0,NORMAL
22.35,1.93,47.82,0.1987,0,NORMAL
38.54,1.8,33.94,0.2404,0,NORMAL
23.92,1.61,61.84,0.2306,1,PREVENTIVO
37.67,1.47,61.56,0.2937,1,PREVENTIVO
26.71,1.18,11.86,0.1046,0,NORMAL
25.01,0.48,13.63,0.0759,0,NORMAL
21.0,2.13,23.87,0.1393,1,PREVENTIVO
25.97,1.24,46.21,0.1889,0,NORMAL
32.72,1.77,27.8,0.1951,0,NORMAL
24.25,0.82,63.17,0.2078,1,PREVENTIVO
33.52,0.79,60.35,0.246,1,PREVENTIVO
38.13,1.75,10.41,0.1779,0,NORMAL
45.06,2.39,32.87,0.291,1,PREVENTIVO
35.58,2.47,18.15,0.2098,1,PREVENTIVO
48.3,0.6,43.22,0.2705,0,NORMAL
50.63,2.27,49.64,0.3566,1,PREVENTIVO
33.37,1.93,44.73,0.2461,0,NORMAL
42.76,2.0,30.52,0.2601,1,PREVENTIVO
20.09,1.21,55.34,0.181,0,NORMAL
36.03,0.53,28.29,0.1694,0,NORMAL
41.08,1.84,37.77,0.2643,0,NORMAL
36.99,2.22,64.65,0.3244,1,PREVENTIVO
39.6,1.53,33.92,0.2364,0,NORMAL
50.39,2.0,35.02,0.3096,1,PREVENTIVO
43.01,1.37,39.63,0.262,0,NORMAL
44.18,0.11,28.29,0.1956,0,NORMAL
33.03,1.57,53.55,0.2539,0,NORMAL
35.18,2.2,61.1,0.3055,1,PREVENTIVO
49.25,1.52,22.7,0.2563,0,NORMAL
30.09,1.48,34.71,0.1889,0,NORMAL
29.61,1.63,12.13,0.1354,0,NORMAL
27.34,2.26,23.98,0.1758,1,PREVENTIVO
28.49,1.33,12.23,0.1195,0,NORMAL
50.46,1.12,31.83,0.2712,1,PREVENTIVO
33.76,2.4,54.13,0.288,1,PREVENTIVO
28.76,2.04,40.06,0.2152,1,PREVENTIVO
33.34,1.25,62.39,0.2666,1,PREVENTIVO
45.43,1.6,26.84,0.2502,0,NORMAL
39.21,0.13,64.39,0.2615,1,PREVENTIVO
26.83,1.65,25.82,0.1565,0,NORMAL
23.71,0.59,64.41,0.2001,1,PREVENTIVO
37.94,0.82,39.98,0.2184,0,NORMAL
26.41,1.71,14.38,0.1279,0,NORMAL
40.7,2.37,11.14,0.2142,1,PREVENTIVO
24.16,1.87,24.2,0.1469,0,NORMAL
41.04,1.68,32.86,0.2461,0,NORMAL
48.99,0.51,19.01,0.2103,0,NORMAL
23.12,2.33,27.02,0.1647,1,PREVENTIVO
37.35,1.37,13.77,0.1692,0,NORMAL
51.45,2.18,56.92,0.3759,1,PREVENTIVO
20.11,0.6,52.83,0.1536,0,NORMAL
45.42,2.36,63.08,0.3674,1,PREVENTIVO
23.63,1.13,16.68,0.0993,0,NORMAL
44.51,1.95,35.59,0.2797,0,NORMAL
23.91,1.67,25.31,0.1413,0,NORMAL
22.66,1.97,29.43,0.1559,0,NORMAL
32.41,0.47,61.97,0.2336,1,PREVENTIVO
43.21,2.28,44.12,0.3061,1,PREVENTIVO
51.02,1.92,64.57,0.3836,1,PREVENTIVO
25.19,0.86,38.71,0.1527,0,NORMAL
42.06,0.49,64.51,0.2886,1,PREVENTIVO
44.23,0.88,28.71,0.2237,0,NORMAL
32.46,1.89,15.7,0.1677,0,NORMAL
36.4,2.03,21.68,0.2072,1,PREVENTIVO
26.08,1.59,52.54,0.2176,0,NORMAL
43.93,0.17,64.62,0.287,1,PREVENTIVO
27.26,1.64,60.21,0.2443,1,PREVENTIVO
35.82,1.93,31.3,0.2248,0,NORMAL
40.56,0.5,12.31,0.151,0,NORMAL
34.49,0.01,29.55,0.1467,0,NORMAL
51.61,2.33,45.68,0.3539,1,PREVENTIVO
33.3,2.09,63.33,0.2981,1,PREVENTIVO
47.58,0.21,56.37,0.2863,0,NORMAL
39.03,1.4,16.41,0.1853,0,NORMAL
24.34,1.24,64.79,0.2269,1,PREVENTIVO
43.23,0.85,44.37,0.2569,0,NORMAL
21.04,2.09,27.44,0.1469,1,PREVENTIVO
29.99,2.06,26.14,0.1872,1,PREVENTIVO
47.48,0.14,26.51,0.2085,0,NORMAL
50.85,0.34,24.21,0.2267,1,PREVENTIVO
32.15,0.38,28.7,0.1459,0,NORMAL
33.18,0.19,39.2,0.1704,0,NORMAL
22.4,0.77,26.49,0.1052,0,NORMAL
20.73,2.45,28.03,0.1596,1,PREVENTIVO
42.78,2.17,61.23,0.343,1,PREVENTIVO
39.29,2.13,29.94,0.2458,1,PREVENTIVO
23.05,0.66,28.36,0.1092,0,NORMAL
48.43,0.46,21.68,0.2123,0,NORMAL
45.61,0.58,25.21,0.2113,0,NORMAL
46.93,1.38,39.77,0.2822,0,NORMAL
47.5,2.03,40.19,0.309,1,PREVENTIVO
38.48,1.73,26.35,0.2187,0,NORMAL
37.68,0.74,59.24,0.2625,0,NORMAL
44.07,0.1,60.54,0.2753,1,PREVENTIVO
33.45,1.64,24.8,0.1868,0,NORMAL
21.67,0.17,62.19,0.1698,1,PREVENTIVO
38.83,0.27,36.23,0.1941,0,NORMAL
35.02,0.9,39.81,0.2062,0,NORMAL
28.46,1.48,40.87,0.1961,0,NORMAL
45.41,0.21,19.26,0.1824,0,NORMAL
40.75,1.42,57.67,0.2977,0,NORMAL
40.19,0.04,22.01,0.1574,0,NORMAL
42.66,0.42,62.65,0.2848,1,PREVENTIVO
47.64,1.27,64.43,0.3439,1,PREVENTIVO
20.17,1.31,25.03,0.1092,0,NORMAL
45.43,1.94,20.32,0.2459,0,NORMAL
37.52,0.15,21.61,0.1468,0,NORMAL
41.34,0.48,39.03,0.2211,0,NORMAL
31.02,1.01,42.49,0.1967,0,NORMAL
49.14,0.72,23.7,0.2301,0,NORMAL
47.4,0.31,33.11,0.2307,0,NORMAL
40.75,1.24,63.78,0.3067,1,PREVENTIVO
32.98,0.48,23.91,0.1414,0,NORMAL
24.1,0.46,45.25,0.1498,0,NORMAL
23.84,1.68,17.28,0.1211,0,NORMAL
21.29,2.5,50.97,0.2212,1,PREVENTIVO
43.4,1.71,17.31,0.2201,0,NORMAL
26.98,2.4,41.6,0.2229,1,PREVENTIVO
40.86,1.79,55.65,0.3062,0,NORMAL
20.44,0.27,21.35,0.0649,0,NORMAL
24.62,1.81,53.21,0.2195,0,NORMAL
47.8,0.81,32.61,0.249,0,NORMAL
41.1,1.7,34.39,0.251,0,NORMAL
26.45,1.59,21.37,0.1412,0,NORMAL
31.3,2.17,57.2,0.2756,1,PREVENTIVO
41.19,1.22,62.2,0.3043,1,PREVENTIVO
34.0,0.63,33.83,0.1766,0,NORMAL
25.08,1.95,55.85,0.2334,0,NORMAL
43.95,1.31,21.21,0.2186,0,NORMAL
23.53,0.72,25.59,0.1068,0,NORMAL
25.67,1.92,36.03,0.1857,0,NORMAL
44.4,0.16,34.99,0.2152,0,NORMAL
29.7,0.56,21.05,0.1208,0,NORMAL
47.64,2.1,62.99,0.3692,1,PREVENTIVO
28.63,1.2,34.1,0.1704,0,NORMAL
24.27,1.95,45.49,0.2034,0,NORMAL
32.31,2.47,40.35,0.2487,1,PREVENTIVO
40.54,0.36,24.72,0.1772,0,NORMAL
31.87,0.64,15.44,0.1202,0,NORMAL
47.58,1.29,27.06,0.2508,0,NORMAL
32.92,0.16,62.64,0.2267,1,PREVENTIVO
23.43,2.25,23.87,0.1554,1,PREVENTIVO
27.82,2.39,61.23,0.2759,1,PREVENTIVO
47.39,1.44,60.84,0.3393,1,PREVENTIVO
49.5,1.57,63.76,0.3618,1,PREVENTIVO
20.11,2.4,28.01,0.1544,1,PREVENTIVO
42.07,1.38,41.24,0.2619,0,NORMAL
20.05,0.48,15.97,0.0571,0,NORMAL
29.8,1.91,23.81,0.1754,0,NORMAL
45.75,1.47,44.59,0.2915,0,NORMAL
41.43,2.4,41.09,0.2939,1,PREVENTIVO
31.42,0.95,44.35,0.2012,0,NORMAL
48.49,0.81,57.18,0.3138,0,NORMAL
31.42,1.9,39.29,0.2217,0,NORMAL
35.78,1.08,40.93,0.2189,0,NORMAL
42.07,0.26,59.28,0.2676,0,NORMAL
27.4,2.17,21.27,0.166,1,PREVENTIVO
33.2,2.49,13.99,0.1881,1,PREVENTIVO
41.79,2.44,34.27,0.28,1,PREVENTIVO
24.34,1.85,22.02,0.1413,0,NORMAL
23.1,0.64,60.5,0.1892,1,PREVENTIVO
33.09,2.48,45.37,0.2656,1,PREVENTIVO
48.47,2.23,15.14,0.2584,1,PREVENTIVO
49.55,1.53,15.14,0.2392,0,NORMAL
28.01,1.5,51.05,0.22,0,NORMAL
50.02,0.6,36.18,0.2617,1,PREVENTIVO
28.87,0.42,51.65,0.1881,0,NORMAL
43.32,2.32,36.93,0.2899,1,PREVENTIVO
51.75,1.99,58.81,0.3754,1,PREVENTIVO
23.2,1.26,22.61,0.1166,0,NORMAL
38.42,0.0,48.3,0.2129,0,NORMAL
49.91,1.88,40.6,0.317,0,NORMAL
25.26,1.85,63.94,0.2508,1,PREVENTIVO
38.29,1.67,20.59,0.2013,0,NORMAL
46.31,0.59,12.49,0.1833,0,NORMAL
25.74,2.07,20.87,0.1533,1,PREVENTIVO
29.44,0.15,34.72,0.1394,0,NORMAL
39.8,0.08,49.92,0.2265,0,NORMAL
43.17,0.92,51.61,0.277,0,NORMAL
44.35,2.09,33.75,0.2792,1,PREVENTIVO
42.01,2.08,18.75,0.2299,1,PREVENTIVO
32.1,0.43,11.93,0.1053,0,NORMAL
25.6,2.11,33.12,0.1846,1,PREVENTIVO
22.71,0.39,14.03,0.0624,0,NORMAL
33.28,1.09,48.48,0.2256,0,NORMAL
25.32,1.78,49.25,0.2122,0,NORMAL
48.28,1.33,59.55,0.3367,0,NORMAL
38.93,2.4,42.21,0.2844,1,PREVENTIVO
30.56,1.13,55.58,0.2314,0,NORMAL
39.02,1.65,21.86,0.2075,0,NORMAL
34.37,0.43,56.02,0.227,0,NORMAL
34.24,0.79,43.35,0.2072,0,NORMAL
49.64,2.0,55.96,0.3579,0,NORMAL
26.28,0.74,52.49,0.1885,0,NORMAL
34.88,0.23,41.98,0.1873,0,NORMAL
45.49,0.32,12.96,0.1709,0,NORMAL
43.58,1.33,57.14,0.3075,0,NORMAL
37.92,0.99,45.73,0.2385,0,NORMAL
42.8,2.04,12.91,0.2177,1,PREVENTIVO
25.75,2.19,53.94,0.2403,1,PREVENTIVO
27.7,0.13,57.21,0.1859,0,NORMAL
37.4,0.19,39.65,0.1926,0,NORMAL
22.67,1.31,15.14,0.0972,0,NORMAL
28.36,1.37,55.55,0.2287,0,NORMAL
21.41,1.23,56.08,0.1902,0,NORMAL
24.47,1.98,48.43,0.2126,0,NORMAL
22.86,0.37,34.33,0.1131,0,NORMAL
33.51,1.58,14.41,0.159,0,NORMAL
44.32,1.15,47.47,0.2806,0,NORMAL
51.77,0.84,11.82,0.2179,1,PREVENTIVO
20.37,0.07,46.57,0.1207,0,NORMAL
20.77,2.02,11.67,0.1039,1,PREVENTIVO
30.32,1.89,54.44,0.254,0,NORMAL
38.75,0.21,20.47,0.1521,0,NORMAL
50.5,0.25,53.1,0.2938,1,PREVENTIVO
37.25,0.93,53.31,0.252,0,NORMAL
43.95,1.51,49.56,0.2966,0,NORMAL
51.63,0.78,46.97,0.3029,1,PREVENTIVO
45.43,1.26,25.94,0.2361,0,NORMAL
29.35,0.4,40.02,0.1607,0,NORMAL
24.73,1.67,39.7,0.1814,0,NORMAL
29.19,1.31,52.24,0.2222,0,NORMAL
24.82,2.06,25.89,0.161,1,PREVENTIVO
39.89,0.11,30.87,0.1804,0,NORMAL
21.29,1.09,11.44,0.0731,0,NORMAL
39.17,0.01,24.37,0.157,0,NORMAL
27.86,0.86,28.78,0.1415,0,NORMAL
31.57,1.29,39.15,0.2009,0,NORMAL
32.97,1.41,22.97,0.1715,0,NORMAL
24.78,0.67,22.53,0.1038,0,NORMAL
30.29,1.65,30.14,0.1847,0,NORMAL
46.29,1.96,30.64,0.2768,0,NORMAL
21.34,1.79,44.38,0.1801,0,NORMAL
21.7,0.52,32.56,0.1081,0,NORMAL
47.39,1.4,44.0,0.2958,0,NORMAL
45.17,0.04,44.34,0.2382,0,NORMAL
40.36,2.35,60.86,0.3361,1,PREVENTIVO
25.91,0.16,24.73,0.097,0,NORMAL
21.5,0.31,31.54,0.0971,0,NORMAL
46.72,0.31,40.57,0.2459,0,NORMAL
36.94,0.01,44.41,0.1961,0,NORMAL
28.28,2.14,19.76,0.1658,1,PREVENTIVO
50.35,1.25,61.2,0.3484,1,PREVENTIVO
36.5,0.95,52.01,0.2456,0,NORMAL
36.91,0.16,24.73,0.152,0,NORMAL
24.96,0.16,48.32,0.1513,0,NORMAL
39.81,0.74,19.4,0.1734,0,NORMAL
38.29,1.67,50.18,0.2755,0,NORMAL
33.04,0.4,23.35,0.1375,0,NORMAL
33.43,1.79,30.25,0.2055,0,NORMAL
43.21,1.32,21.76,0.2167,0,NORMAL
29.91,1.95,14.52,0.1539,0,NORMAL
47.95,2.06,26.04,0.2768,1,PREVENTIVO
51.43,0.97,29.51,0.265,1,PREVENTIVO
44.01,1.89,57.65,0.3305,0,NORMAL
21.35,1.01,22.6,0.0986,0,NORMAL
41.62,0.85,47.58,0.2568,0,NORMAL
29.4,2.4,60.13,0.2813,1,PREVENTIVO
20.74,0.21,30.75,0.088,0,NORMAL
33.16,0.7,25.98,0.1552,0,NORMAL
38.42,2.04,37.79,0.2579,1,PREVENTIVO
49.38,1.93,50.19,0.3399,0,NORMAL
31.79,1.39,37.55,0.2015,0,NORMAL
25.71,2.46,28.24,0.1851,1,PREVENTIVO
51.12,1.16,55.75,0.3357,1,PREVENTIVO
21.97,1.72,12.06,0.1002,0,NORMAL
41.98,0.14,56.91,0.2572,0,NORMAL
27.64,2.29,21.49,0.1721,1,PREVENTIVO
44.48,0.89,55.57,0.2924,0,NORMAL
28.25,0.79,48.99,0.1913,0,NORMAL
32.63,0.55,17.78,0.127,0,NORMAL
23.27,0.24,42.99,0.1321,0,NORMAL
36.84,1.8,53.31,0.2806,0,NORMAL
37.42,1.52,20.92,0.1925,0,NORMAL
38.99,1.58,20.89,0.2024,0,NORMAL
26.94,1.01,27.77,0.1395,0,NORMAL
27.22,2.21,57.01,0.2559,1,PREVENTIVO
43.15,2.39,60.5,0.3506,1,PREVENTIVO
39.58,1.26,51.71,0.2714,0,NORMAL
30.48,0.97,35.39,0.1749,0,NORMAL
36.02,1.02,40.39,0.2167,0,NORMAL
47.65,2.23,10.59,0.2427,1,PREVENTIVO
25.91,2.05,64.85,0.2635,1,PREVENTIVO
20.94,0.27,52.82,0.1461,0,NORMAL
23.58,0.32,42.85,0.1362,0,NORMAL
49.58,0.61,30.75,0.2462,0,NORMAL
35.11,1.76,24.51,0.1983,0,NORMAL
29.08,2.45,16.58,0.1725,1,PREVENTIVO
43.19,1.04,10.17,0.1777,0,NORMAL
39.87,0.53,30.23,0.1937,0,NORMAL
45.35,0.33,13.19,0.1714,0,NORMAL
29.96,0.18,16.77,0.0979,0,NORMAL
36.83,1.93,25.78,0.2161,0,NORMAL
37.26,0.56,31.84,0.1856,0,NORMAL
35.28,2.1,42.26,0.2554,1,PREVENTIVO
44.21,1.02,19.38,0.2051,0,NORMAL
43.13,2.35,43.36,0.3065,1,PREVENTIVO
36.19,0.18,34.82,0.1744,0,NORMAL
30.73,1.05,15.07,0.1279,0,NORMAL
49.88,1.74,57.15,0.3531,0,NORMAL
29.41,1.3,32.4,0.1735,0,NORMAL
43.91,2.07,44.68,0.3038,1,PREVENTIVO
44.9,0.84,37.08,0.2467,0,NORMAL
32.66,1.09,53.49,0.2351,0,NORMAL
21.48,1.73,16.41,0.1091,0,NORMAL
24.12,1.95,10.99,0.1164,0,NORMAL
21.35,0.48,64.46,0.1848,1,PREVENTIVO
36.65,0.51,31.48,0.1797,0,NORMAL
48.31,0.22,57.92,0.2941,0,NORMAL
20.87,0.38,35.06,0.1055,0,NORMAL
30.25,1.86,15.5,0.1552,0,NORMAL
25.62,0.55,59.36,0.1956,0,NORMAL
31.39,2.04,38.0,0.2234,1,PREVENTIVO
25.87,1.43,36.7,0.1711,0,NORMAL
47.12,1.06,40.88,0.2749,0,NORMAL
48.88,1.55,64.12,0.359,1,PREVENTIVO
46.6,0.73,62.97,0.3159,1,PREVENTIVO
23.71,0.76,40.5,0.1464,0,NORMAL
45.4,2.46,52.91,0.3455,1,PREVENTIVO
30.96,0.59,57.46,0.2192,0,NORMAL
49.21,1.84,39.07,0.3082,0,NORMAL
33.04,0.53,45.48,0.1974,0,NORMAL
39.66,0.31,15.64,0.1483,0,NORMAL
31.86,1.73,10.99,0.1472,0,NORMAL
46.31,1.27,64.63,0.3375,1,PREVENTIVO
38.59,0.16,25.91,0.1634,0,NORMAL
38.37,2.34,49.31,0.2969,1,PREVENTIVO
34.5,0.64,54.4,0.2308,0,NORMAL
32.89,1.49,41.5,0.2205,0,NORMAL
50.16,1.05,44.35,0.2985,1,PREVENTIVO
45.86,2.17,46.12,0.3207,1,PREVENTIVO
46.57,1.6,51.77,0.3184,0,NORMAL
43.87,1.69,51.86,0.3082,0,NORMAL
47.33,0.22,38.72,0.2413,0,NORMAL
24.65,1.96,41.86,0.1964,0,NORMAL
40.38,1.42,18.08,0.1969,0,NORMAL
38.09,0.74,52.48,0.2474,0,NORMAL
48.39,1.42,53.58,0.3257,0,NORMAL
47.42,2.38,58.98,0.368,1,PREVENTIVO
23.47,2.1,54.39,0.2267,1,PREVENTIVO
27.14,1.95,52.69,0.2357,0,NORMAL
33.76,1.41,62.83,0.2752,1,PREVENTIVO
21.75,1.56,11.26,0.0914,0,NORMAL
37.85,0.39,45.21,0.2159,0,NORMAL
34.63,1.04,59.04,0.2573,0,NORMAL
40.54,0.43,21.87,0.1726,0,NORMAL
37.97,2.49,22.55,0.2333,1,PREVENTIVO
39.42,0.81,46.44,0.2417,0,NORMAL
49.05,1.63,59.42,0.3507,0,NORMAL
36.65,1.64,40.86,0.2429,0,NORMAL
20.56,2.05,25.66,0.1386,1,PREVENTIVO
20.1,0.86,32.41,0.1117,0,NORMAL
41.23,2.45,59.62,0.3411,1,PREVENTIVO
38.12,1.09,11.65,0.1577,0,NORMAL
45.75,1.96,32.34,0.2782,0,NORMAL
44.42,1.36,18.06,0.2149,0,NORMAL
41.15,0.23,40.28,0.2146,0,NORMAL
38.33,0.86,44.67,0.2335,0,NORMAL
49.55,0.54,40.9,0.269,0,NORMAL
45.88,0.25,55.68,0.2772,0,NORMAL
48.23,1.92,54.4,0.3442,0,NORMAL
30.04,0.84,60.81,0.2317,1,PREVENTIVO
23.85,2.11,52.75,0.2249,1,PREVENTIVO
32.76,0.37,42.32,0.1826,0,NORMAL
44.74,2.12,24.95,0.2604,1,PREVENTIVO
48.77,2.14,55.79,0.3581,1,PREVENTIVO
25.26,1.88,10.05,0.1172,0,NORMAL
41.37,1.28,43.02,0.2594,0,NORMAL
49.03,0.97,64.91,0.3415,1,PREVENTIVO
23.74,2.45,31.3,0.1826,1,PREVENTIVO
26.47,0.2,20.63,0.091,0,NORMAL
39.58,2.06,55.28,0.3082,1,PREVENTIVO
20.82,2.36,30.64,0.1634,1,PREVENTIVO
21.79,1.62,14.41,0.1017,0,NORMAL
